property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.841584,-48.029903",203.0,"$283,701.11"
apartment,|Brasil|Distrito Federal|,Central-West,"-15.7763665,-47.7794225",70.0,"$95,226.00"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.853786,-48.035625",56.0,"$93,615.42"
house,|Brasil|Distrito Federal|Brasília|Taguatinga Norte|,Central-West,"-15.814481,-48.0951703",150.0,"$118,579.54"
house,|Brasil|Distrito Federal|Ceilândia|Ceilândia Sul|,Central-West,"-15.828509,-48.105083",168.0,"$146,664.17"
house,|Brasil|Distrito Federal|Ceilândia|,Central-West,,135.0,"$78,012.85"
apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.841012,-47.980843",56.0,"$152,905.19"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.841584,-48.029903",58.0,"$99,856.45"
house,|Brasil|Distrito Federal|,Central-West,"-15.816543,-47.988132",220.0,"$274,605.25"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.834883,-48.031506",118.0,"$174,748.79"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.751106,-47.895603",58.0,"$115,459.02"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.897407,-47.785347",104.0,"$184,110.34"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.765018,-47.888481",127.0,"$349,162.01"
apartment,|Brasil|Distrito Federal|Brasília|Samambaia Norte|,Central-West,"-15.859853,-48.077137",55.0,"$77,388.75"
apartment,|Brasil|Distrito Federal|Brasília|Samambaia Sul|,Central-West,"-15.877651,-48.08923",59.0,"$81,133.37"
apartment,|Brasil|Distrito Federal|,Central-West,"-15.77708,-47.7796529",59.0,"$95,175.68"
house,|Brasil|Distrito Federal|,Central-West,"-15.821308,-47.98074",200.0,"$216,875.74"
apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.841012,-47.980843",80.0,"$193,471.88"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.828475,-48.031521",72.0,"$93,615.42"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-16.049467,-47.831703",90.0,"$112,338.51"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.897407,-47.785347",80.0,"$123,260.31"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.90479,-47.774288",156.0,"$223,116.76"
house,|Brasil|Distrito Federal|,Central-West,"-15.882944,-48.013165",130.0,"$127,941.08"
apartment,|Brasil|Distrito Federal|,Central-West,"-15.7763665,-47.7794225",75.0,"$121,700.05"
apartment,|Brasil|Distrito Federal|,Central-West,"-15.7763665,-47.7794225",60.0,"$84,253.88"
apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.750177,-47.910755",74.0,"$265,243.71"
apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.720929,-47.88102",65.0,"$162,266.74"
house,|Brasil|Distrito Federal|,Central-West,"-15.816543,-47.988132",180.0,"$180,989.82"
apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,,91.0,"$212,194.96"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.819375,-47.916546",55.0,"$96,735.94"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.792261,-47.84499",97.0,"$140,423.14"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.757808,-47.883556",70.0,"$205,953.94"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.795076,-47.931461",59.0,"$81,133.37"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.908549,-47.75172",68.0,"$109,217.99"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.831967,-47.925007",75.0,"$215,315.48"
apartment,|Brasil|Distrito Federal|Brasília|Setor Sudoeste|,Central-West,"-15.805874,-47.932053",72.0,"$262,123.19"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.840674,-48.039043",126.0,"$246,520.62"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.784989,-47.866234",53.0,"$162,266.74"
apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.750177,-47.910755",127.0,"$343,256.56"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,,63.0,"$198,152.65"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.819375,-47.916546",76.0,"$117,019.28"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.769051,-47.891911",60.0,"$134,182.11"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.810807,-47.89555",132.0,"$433,751.48"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.818348,-47.91058",65.0,"$221,556.51"
apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.805874,-47.932053",90.0,"$287,087.31"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.770838,-47.87921",143.0,"$443,113.02"
apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.740419,-47.910133",142.0,"$443,113.02"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.742148,-47.892494",140.0,"$405,666.85"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.765018,-47.888481",127.0,"$343,256.56"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.812547,-47.902964",75.0,"$234,038.56"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.839258,-48.024093",97.0,"$138,862.88"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.901787,-47.78265",127.0,"$230,918.05"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,,60.0,"$74,892.34"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.865289,-48.023804",239.0,"$341,696.31"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.741286,-47.883882",97.0,"$183,798.28"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.812764,-47.898293",96.0,"$252,761.65"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.820185,-47.89661",80.0,"$177,869.31"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.811452,-47.888672",80.0,"$177,869.31"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.738804,-47.897625",55.0,"$184,110.34"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.759435,-47.882878",60.0,"$177,869.31"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.822248,-47.900932",78.0,"$174,748.79"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.795076,-47.931461",59.0,"$81,133.37"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.812043,-47.926105",102.0,"$133,870.06"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.795076,-47.931461",118.0,"$162,266.74"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.812043,-47.926105",127.0,"$159,146.22"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.79437,-47.888977",60.0,"$168,507.77"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.812083,-47.890641",92.0,"$296,448.85"
house,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.812043,-47.926105",160.0,"$233,726.51"
apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.815961,-47.904381",94.0,"$212,194.96"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.839121,-48.013847",63.0,"$92,055.17"
apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.772586,-47.878494",91.0,"$268,364.22"
house,|Brasil|Distrito Federal|,Central-West,"-15.6290061,-47.8367248",150.0,"$149,784.68"
apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.84077,-48.02763",118.0,"$230,918.05"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.2815252,-40.291878",62.0,"$82,069.52"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.2863417,-40.2980768",128.0,"$210,634.71"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.263918,-40.2663347",61.0,"$107,657.74"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.3195504,-40.3253434",140.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vitória|Praia do Canto|,Southeast,"-20.2999326,-40.2981032",210.0,"$296,448.85"
house,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.2591496,-40.2944536",150.0,"$265,243.71"
house,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.2590518,-40.2967505",220.0,"$137,302.62"
house,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.269876,-40.2963373",250.0,"$265,243.71"
house,|Brasil|Espírito Santo|Serra|,Southeast,,200.0,"$81,133.37"
apartment,|Brasil|Espírito Santo|Serra|Colina de Laranjeiras|,Southeast,"-20.1325324,-40.3113716",65.0,"$79,573.11"
house,|Brasil|Espírito Santo|Serra|Morada de Laranjeiras|,Southeast,"-20.1907735,-40.2290704",140.0,"$131,061.59"
house,|Brasil|Espírito Santo|Serra|,Southeast,"-20.1728706,-40.2512501",200.0,"$96,111.83"
house,|Brasil|Espírito Santo|Serra|,Southeast,"-20.2042056,-40.2544836",120.0,"$93,615.42"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.3477821,-40.2949528",160.0,"$209,074.45"
apartment,|Brasil|Espírito Santo|Vitória|Santa Lúcia|,Southeast,"-20.3044309,-40.2992461",72.0,"$124,820.57"
house,|Brasil|Espírito Santo|Serra|Jardim Limoeiro|,Southeast,"-20.2194394,-40.2621755",100.0,"$109,217.99"
house,|Brasil|Espírito Santo|Vila Velha|,Southeast,"-20.3560414,-40.303071",230.0,"$140,423.14"
house,|Brasil|Espírito Santo|Serra|,Southeast,,250.0,"$113,898.77"
house,|Brasil|Espírito Santo|Vitória|,Southeast,,120.0,"$92,055.17"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2976178,-40.2957768",76.0,"$98,246.27"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6719622,-40.4994033",90.0,"$78,012.85"
house,|Brasil|Espírito Santo|Vitória|Vila Rubim|,Southeast,"-20.3187978,-40.347264",240.0,"$99,856.45"
house,|Brasil|Espírito Santo|Serra|,Southeast,"-20.1215224,-40.3077898",210.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.3312841,-40.2771708",220.0,"$180,989.82"
apartment,|Brasil|Espírito Santo|Vitória|Ilha do Boi|,Southeast,"-20.3112211,-40.2795175",186.0,"$149,784.68"
apartment,|Brasil|Espírito Santo|Vitória|Parque Moscoso|,Southeast,"-20.3196798,-40.3434447",184.0,"$87,374.39"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2976178,-40.2957768",85.0,"$76,452.59"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.2976178,-40.2957768",65.0,"$102,040.81"
house,|Brasil|Espírito Santo|Vitória|Jucutuquara|,Southeast,"-20.3090622,-40.3210794",160.0,"$149,784.68"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.3110609,-40.2959779",82.0,"$82,693.62"
house,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2976178,-40.2957768",99.0,"$146,664.17"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.3149519,-40.3047059",157.0,"$110,778.25"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.3451263,-40.2872069",100.0,"$171,628.28"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.3447665,-40.2858451",250.0,"$246,520.62"
house,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.2589787,-40.2943826",90.0,"$120,139.79"
house,|Brasil|Espírito Santo|Serra|,Southeast,"-20.1433981,-40.2708244",129.0,"$90,494.91"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.3029347,-40.303235",145.0,"$202,833.42"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.2482557,-40.2711827",63.0,"$79,573.11"
house,|Brasil|Espírito Santo|Vila Velha|Santos Dumont|,Southeast,"-20.3586796,-40.3194093",150.0,"$112,338.51"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.3170049,-40.3056389",100.0,"$81,133.37"
apartment,|Brasil|Espírito Santo|Vitória|Praia do Suá|,Southeast,"-20.314765,-40.3002957",137.0,"$101,416.71"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.3149619,-40.3107553",98.0,"$140,423.14"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.2976178,-40.2957768",60.0,"$79,573.11"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,,72.0,"$123,884.41"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.346838,-40.2852623",62.0,"$112,338.51"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.2851237,-40.2981809",120.0,"$149,784.68"
house,|Brasil|Espírito Santo|Fundão|,Southeast,"-20.0419627,-40.190367",120.0,"$246,520.62"
house,|Brasil|Espírito Santo|Serra|,Southeast,,100.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.320008,-40.3323986",76.0,"$125,756.72"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.3296408,-40.2796746",104.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.3154054,-40.2938444",71.0,"$123,260.31"
house,|Brasil|Espírito Santo|Vitória|Fradinhos|,Southeast,"-20.3059059,-40.3246531",200.0,"$265,243.71"
apartment,|Brasil|Espírito Santo|Vitória|Praia do Canto|,Southeast,"-20.2963261,-40.2910073",150.0,"$184,110.34"
apartment,|Brasil|Espírito Santo|Vitória|Praia do Canto|,Southeast,"-20.3025002,-40.2979187",198.0,"$296,448.85"
house,|Brasil|Espírito Santo|Serra|,Southeast,"-20.218765,-40.2096088",120.0,"$168,507.77"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.2895587,-40.2918177",83.0,"$134,182.11"
house,|Brasil|Espírito Santo|Serra|Colina de Laranjeiras|,Southeast,"-20.186847,-40.2572697",168.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.3149619,-40.3107553",96.0,"$143,543.65"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.249286,-40.2722594",65.0,"$87,374.39"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.286392,-40.3000091",85.0,"$99,856.45"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2544752,-40.2691682",70.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vitória|Centro|,Southeast,,84.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vitória|Barro Vermelho|,Southeast,"-20.2945604,-40.300009",109.0,"$99,856.45"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.314999,-40.3118171",88.0,"$101,416.71"
apartment,|Brasil|Espírito Santo|Vitória|Centro|,Southeast,"-20.3186346,-40.3365308",190.0,"$115,459.02"
apartment,|Brasil|Espírito Santo|Vitória|Centro|,Southeast,,220.0,"$117,019.28"
house,|Brasil|Espírito Santo|Vitória|Jucutuquara|,Southeast,"-20.3066059,-40.3206951",156.0,"$143,543.65"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.3148302,-40.2922108",72.0,"$121,700.05"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2643706,-40.2669762",79.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vitória|Jardim da Penha|,Southeast,"-20.28584,-40.3012255",190.0,"$296,448.85"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,,95.0,"$165,387.25"
apartment,|Brasil|Espírito Santo|Serra|Morada de Laranjeiras|,Southeast,"-20.1972922,-40.2320098",70.0,"$76,452.59"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6527022,-40.4860028",120.0,"$140,423.14"
apartment,|Brasil|Espírito Santo|Vila Velha|,Southeast,"-20.3483231,-40.286399",84.0,"$118,579.54"
house,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.288473,-40.3147803",128.0,"$115,459.02"
apartment,|Brasil|Espírito Santo|Vitória|Praia do Suá|,Southeast,"-20.3113188,-40.2961707",85.0,"$99,856.45"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.314999,-40.3118171",92.0,"$98,296.19"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2610309,-40.2614525",130.0,"$199,712.91"
apartment,|Brasil|Espírito Santo|Vitória|Bento Ferreira|,Southeast,"-20.3140243,-40.3073814",107.0,"$271,484.74"
apartment,|Brasil|Espírito Santo|Vitória|,Southeast,"-20.3194893,-40.3441184",65.0,"$81,133.37"
apartment,|Brasil|Espírito Santo|Vitória|Mata da Praia|,Southeast,"-20.2752336,-40.2832",150.0,"$374,461.71"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2610414,-40.2623684",130.0,"$91,743.11"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.2976178,-40.2957768",66.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2471501,-40.2715106",70.0,"$123,260.31"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2490978,-40.2681678",67.0,"$117,019.28"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.3148625,-40.2953867",96.0,"$196,592.39"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.2976178,-40.2957768",96.0,"$154,465.45"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2617727,-40.2718438",59.0,"$114,206.45"
apartment,|Brasil|Espírito Santo|Vitória|Enseada do Suá|,Southeast,"-20.3112116,-40.2936607",123.0,"$224,677.02"
apartment,|Brasil|Espírito Santo|Vitória|Jardim Camburi|,Southeast,"-20.2617727,-40.2718438",59.0,"$96,305.62"
apartment,|Brasil|Espírito Santo|Vitória|Barro Vermelho|,Southeast,"-20.2941333,-40.2984152",240.0,"$488,553.95"
apartment,|Brasil|Espírito Santo|Cariacica|Campo Grande|,Southeast,"-20.342983,-40.387939",120.0,"$134,182.11"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",80.0,"$99,856.45"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",184.0,"$452,474.56"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",60.0,"$94,934.78"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",60.0,"$116,937.83"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",55.0,"$95,127.62"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",56.0,"$76,990.26"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",61.0,"$84,253.88"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",61.0,"$84,253.88"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,,164.0,"$452,474.56"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,,125.0,"$162,266.74"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",144.0,"$312,051.42"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",76.0,"$96,735.94"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itapoã|,Southeast,"-20.328533,-40.280777",75.0,"$106,097.48"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itapoã|,Southeast,"-20.328533,-40.280777",145.0,"$268,364.22"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itapoã|,Southeast,"-20.328533,-40.280777",75.0,"$234,038.56"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itapoã|,Southeast,"-20.328533,-40.280777",80.0,"$113,898.77"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia das Gaivotas|,Southeast,"-20.365431,-40.302483",75.0,"$81,133.37"
house,|Brasil|Espírito Santo|Vila Velha|,Southeast,"-20.368004,-40.324177",106.0,"$141,983.39"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",58.0,"$87,374.39"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.332193,-40.289715",160.0,"$196,592.39"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",101.0,"$187,230.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",145.0,"$149,784.68"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",160.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",120.0,"$163,826.99"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.330212,-40.280708",170.0,"$280,846.28"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",120.0,"$180,989.82"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",200.0,"$202,833.42"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.329082,-40.280891",65.0,"$88,934.65"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.341166,-40.286499",80.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,,125.0,"$280,846.28"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.329082,-40.280891",65.0,"$92,055.17"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",84.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",85.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",125.0,"$109,217.99"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",125.0,"$202,833.42"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",80.0,"$121,700.05"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia da Costa|,Southeast,"-20.328533,-40.280777",155.0,"$196,592.39"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",85.0,"$120,139.79"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",120.0,"$177,869.31"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,,90.0,"$93,615.42"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",147.0,"$234,038.56"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",110.0,"$155,535.80"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",120.0,"$196,592.39"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,"-20.328533,-40.280777",68.0,"$85,814.14"
apartment,|Brasil|Espírito Santo|Vila Velha|Itapuã|,Southeast,,68.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6525916,-40.4836928",130.0,"$151,505.58"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.652389,-40.4869236",85.0,"$109,841.55"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6530898,-40.4868586",85.0,"$113,629.19"
house,|Brasil|Espírito Santo|Guarapari|,Southeast,,100.0,"$205,163.81"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6481423,-40.4832148",110.0,"$88,378.25"
house,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.64708,-40.4832413",186.0,"$279,338.42"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6530898,-40.4868586",75.0,"$107,316.45"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6552617,-40.498058",75.0,"$99,109.90"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6530898,-40.4868586",100.0,"$142,036.48"
apartment,|Brasil|Espírito Santo|Guarapari|,Southeast,"-20.6527271794,-40.4738430621",78.0,"$88,378.25"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",66.0,"$130,090.49"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",70.0,"$88,934.65"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",62.0,"$74,892.34"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",141.0,"$296,448.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",58.0,"$109,623.66"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",58.0,"$199,775.32"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",65.0,"$120,139.79"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",60.0,"$107,345.69"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,"-20.365431,-40.302483",62.0,"$78,012.85"
apartment,|Brasil|Espírito Santo|Vila Velha|Praia de Itaparica|,Southeast,,60.0,"$113,961.18"
